StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,Q2,Q3,Q4,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q93,Q13,Q14,Q15,Q15_6_TEXT,Q16,Q16_8_TEXT,Q18,Q17_1,Q19,Q20,Q94,Q21,Q95,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q54_8_TEXT,Q55,Q56,Q56_4_TEXT,Q57,Q57_9_TEXT,Q58
2024-05-22 16:55:31,2024-05-22 17:01:59,IP Address,100,387,True,2024-05-22 17:01:59,R_7SM8E6s07qajcMF,anonymous,EN,0.8999999761581421,,,,,,1995,Yes,36752,White,,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,90,No,No,,Yes,Always (100%),Lowndes,Yes,True,False,False,True,False,False,False,I don't know,Blood,Incinerate,Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza",,
2024-05-22 19:26:54,2024-05-22 19:31:48,IP Address,100,293,True,2024-05-22 19:31:49,R_60AFWUly7HhCH55,anonymous,EN,0.8999999761581421,,,,,,1981,Yes,36863,White,,No,Female,"$30,001-40,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Research,,Academic/Research Institution,,Daily,50,Yes,Yes,Dead,Yes,Always (100%),"Chambers,Lee",Yes,True,False,False,True,False,True,I don't know,True,Bites,Field dress and consumption,Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-23 08:10:00,2024-05-23 08:18:31,IP Address,100,511,True,2024-05-23 08:18:32,R_3erYhs68RZRtqxb,anonymous,EN,1,,,,,,1974,Yes,35768,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,30,Yes,Yes,Dead,Yes,Always (100%),"Blount,Colbert,Cullman,DeKalb,Fayette,Franklin,Jackson,Lamar,Lauderdale,Lawrence,Limestone,Madison,Marion,Marshall,Walker,Winston",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Yes,Academic Publications,,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,
2024-05-23 08:35:55,2024-05-23 08:54:27,IP Address,100,1111,True,2024-05-23 08:54:28,R_7nTdFn8U8QdBsZz,anonymous,EN,0.800000011920929,,,,,,1993,Yes,35405,White,,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,20,No,No,,No,,"Bibb,Chilton,Dallas,DeKalb,Fayette,Greene,Jackson,Jefferson,Lauderdale,Limestone,Madison,Marengo,Marion,Perry,Saint Clair,Shelby,Talladega,Tuscaloosa",No,True,I don't know,False,True,True,I don't know,I don't know,True,Bites,I don't know,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,No,Academic Publications,,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2",,
2024-05-23 11:35:20,2024-05-23 11:45:19,IP Address,100,599,True,2024-05-23 11:45:20,R_7mA9FnbkpuWksaB,anonymous,EN,0.800000011920929,,,,,,1995,Yes,35768,White,,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,1-5 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,80,Yes,Yes,Dead,Yes,Always (100%),"Calhoun,Cherokee,Jackson",Yes,True,False,False,True,False,True,I don't know,True,Bites,Place in a dumpster,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, virtual conference",,"Rabies,Vector borne diseases,CWD",,
2024-05-23 12:33:10,2024-05-23 12:50:15,IP Address,100,1025,True,2024-05-23 12:50:16,R_6a8NaCJjnWomZse,anonymous,EN,0.6000000238418579,,,,,,1968,Yes,36545,White,,No,Male,"$40,001-50,000",Technical/Vocational School,No,No,No,,Yes,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Clarke,Washington",Yes,True,False,False,True,False,I don't know,I don't know,True,Bites,Bury,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly Agree,Yes,State Wildlife Agency,,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2",,I don’t have any major concerns in this general area.
2024-05-23 14:20:30,2024-05-23 14:45:45,IP Address,100,1514,True,2024-05-23 14:45:45,R_31CzPCk55kiGSYh,anonymous,EN,0.5,,,,,,1961,Yes,36545,White,,No,Male,"$90,001-100,000",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,,State/Provincial Government,,Rarely,50,No,No,,Yes,Always (100%),"Choctaw,Clarke,Monroe,Washington",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference",,"Vector borne diseases,Other",,The question regarding the fresh turkey did not offer sufficient information to make an informed decision.
2024-05-23 15:46:35,2024-05-23 16:09:11,IP Address,100,1355,True,2024-05-23 16:09:12,R_1Sjg1eP9aUqyzMg,anonymous,EN,0.5,,,,,,1980,Yes,36317,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,10-20 years,Land/Wildlife Management,,State/Provincial Government,,Monthly,40,Yes,Yes,Dead,Yes,Usually (>75%),"Barbour,Coffee,Dale,Geneva,Henry,Houston",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Strongly Disagree,Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,Yes,Academic Publications,,Yes,"Year-long, once a month, virtual conference",,Other,lymphoproliferative disease,
2024-05-24 06:54:49,2024-05-24 07:04:54,IP Address,100,605,True,2024-05-24 07:04:55,R_7fvOHU9YoykLuFw,anonymous,EN,0.699999988079071,,,,,,1965,Yes,36752,White,,No,Male,"$0-20,000",High school graduate/GED,No,No,No,,No,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Daily,90,No,No,,Yes,Always (100%),Lowndes,Yes,I don't know,True,False,True,False,I don't know,I don't know,True,Bites,Ignore,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,No,State Wildlife Agency,,Unsure,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-24 07:48:29,2024-05-24 07:59:20,IP Address,100,651,True,2024-05-24 07:59:21,R_72C5VfcbQdEmLp7,anonymous,EN,1,,,,,,1994,Yes,36330,White,,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,,State/Provincial Government,,Monthly,60,Yes,Yes,Dead,Yes,Always (100%),"Coffee,Covington,Geneva",Yes,True,False,False,True,False,False,False,True,Bites,Incinerate,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,"Year-long, once a month, virtual conference",,"Rabies,Influenza,CWD",,
2024-05-25 11:02:43,2024-05-25 11:13:41,IP Address,100,658,True,2024-05-25 11:13:42,R_1J6oLEDqsfiOIWl,anonymous,EN,,,,,,,1987,Yes,35810,Black or African American,,No,Female,"$50,001-60,000",Graduate or Professional School,Yes,No,No,,No,10-20 years,Research,,Academic/Research Institution,,Weekly,50,No,No,,Yes,Usually (>75%),"Jackson,Madison",Yes,True,False,False,True,False,True,True,True,Bites,I don't know,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference",,Other,Wide scope of diseases with a focus on more immediate threats like those carried in wild pigs,
2024-05-28 06:56:00,2024-05-28 07:26:36,IP Address,100,1836,True,2024-05-28 07:26:37,R_6rN0uUoOCYoWkhp,anonymous,EN,0.800000011920929,,,,,,1958,Yes,36567,White,,No,Male,"$30,001-40,000",High school graduate/GED,No,No,No,,No,10-20 years,Land/Wildlife Management,,State/Provincial Government,,Monthly,90,No,No,,Yes,Always (100%),"Baldwin,Escambia,Mobile,Monroe,Washington",Yes,True,False,False,True,I don't know,False,False,True,Bites,Incinerate,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Yes,"State Wildlife Agency,News Sources",,Yes,"One day, in-person conference",,Other,,"being observant is a key factor "
2024-05-28 06:56:43,2024-05-28 07:37:15,IP Address,100,2432,True,2024-05-28 07:37:16,R_5R8dAcdx8Ls1pHO,anonymous,EN,0.8999999761581421,,,,,,1962,Yes,36567,White,,No,Male,"$40,001-50,000",High school graduate/GED,No,No,No,,No,<1 year,Research,,Nonprofit/Conservation Organization,,Daily,100,Yes,No,,Yes,Always (100%),"Baldwin,Butler,Choctaw,Escambia,Mobile,Monroe,Washington",Yes,True,False,False,I don't know,False,I don't know,False,True,Bites,Bury,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Yes,State Wildlife Agency,,Yes,"Year-long, once a month, virtual conference,Other",,CWD,,
2024-05-28 08:11:00,2024-05-28 08:48:14,IP Address,100,2234,True,2024-05-28 08:48:15,R_6Q5ZWB9e4LDrhHQ,anonymous,EN,1,,,,,,1987,Yes,36832,White,,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Consulting,,State/Provincial Government,,Weekly,50,Yes,Yes,Dead,Yes,Usually (>75%),"Autauga,Barbour,Bullock,Chambers,Clay,Coosa,Dallas,Elmore,Lee,Macon,Montgomery,Pike,Randolph,Russell,Tallapoosa",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,No,"State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference",,"Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases",,
2024-05-28 09:25:56,2024-05-28 09:40:38,IP Address,100,882,True,2024-05-28 09:40:39,R_6Gw6dnuRMm4QxWC,anonymous,EN,1,,,,,,2004,Yes,36830,White,,No,I prefer not to answer,"$50,001-60,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,,Academic/Research Institution,,Weekly,90,No,No,,Yes,Sometimes (25%-75%),Lee,No,True,False,True,True,I don't know,I don't know,I don't know,I don't know,Bites,Incinerate,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,"Friends/Family,Academic Publications",,Yes,"One day, in-person conference",,"Rabies,CWD,SarsCoV2",,
2024-05-28 10:01:18,2024-05-28 10:08:23,IP Address,100,424,True,2024-05-28 10:08:24,R_58SsHJ4nN41MPbz,anonymous,EN,1,,,,,,2003,Yes,36830,White,,No,Female,"$70,001-80,000",High school graduate/GED,No,No,Yes,<5 years,Yes,1-5 years,Research,,Academic/Research Institution,,Weekly,50,Yes,Yes,Alive - Not Sedated,Yes,Usually (>75%),"Chambers,Lee",Yes,True,False,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Yes,"State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day, virtual conference",,"Rabies,Vector borne diseases,SarsCoV2",,
2024-05-28 10:43:02,2024-05-28 11:08:47,IP Address,100,1544,True,2024-05-28 11:08:48,R_302jCNSWwGXmxFe,anonymous,EN,0.8999999761581421,,,,,,1967,Yes,35616,White,,No,Male,"$70,001-80,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,,State/Provincial Government,,Monthly,80,Yes,No,,Yes,Always (100%),"Colbert,Franklin,Lauderdale",Yes,True,False,False,True,False,True,True,True,Bites,Incinerate,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference",,"Rabies,Influenza,CWD",,I have no further questions or concerns.
2024-05-28 07:54:39,2024-05-28 11:11:24,IP Address,100,11804,True,2024-05-28 11:11:25,R_1SkwRCLX6wCGt7y,anonymous,EN,0.8999999761581421,,,,,,1989,Yes,36420,White,,No,Male,"$60,001-70,000",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,,Federal Government,,Monthly,40,No,No,,Yes,Usually (>75%),"Covington,Escambia",Yes,True,False,False,True,False,True,True,True,Bites,Ignore,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,News Sources,Conferences",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-28 11:00:13,2024-05-28 11:13:28,IP Address,100,794,True,2024-05-28 11:13:29,R_6pFJzSCHqDBWYeP,anonymous,EN,0.699999988079071,,,,,,1966,Yes,35674,White,,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Other,,State/Provincial Government,,Monthly,80,Yes,No,,Yes,Usually (>75%),"Colbert,Franklin,Lauderdale",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications",,Yes,"Year-long, once a month, virtual conference",,"Rabies,Leptospirosis,Vector borne diseases,CWD",,
2024-05-22 13:10:06,2024-05-28 13:21:11,IP Address,100,519064,True,2024-05-28 13:21:12,R_1CUHv1VQVYXTiOI,anonymous,EN,0.8999999761581421,,,,,,1977,Yes,35677,White,,No,Male,"$90,001-100,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,,State/Provincial Government,,Rarely,90,No,No,,Yes,Always (100%),Lauderdale,Yes,True,I don't know,False,I don't know,I don't know,I don't know,I don't know,True,Bites,Bury,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Yes,State Wildlife Agency,,Yes,"Year-long, once a month, virtual conference",,CWD,,
2024-05-28 15:24:37,2024-05-28 15:32:16,IP Address,100,458,True,2024-05-28 15:32:17,R_5TAUTsApjaUpcEY,anonymous,EN,0.8999999761581421,,,,,,1987,Yes,36830,White,,No,Female,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,,Academic/Research Institution,,Weekly,50,Yes,Yes,Alive - Not Sedated,Yes,Sometimes (25%-75%),Lee,No,True,I don't know,False,True,False,True,I don't know,True,Blood,I don't know,Neutral,Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,No,"State Wildlife Agency,Academic Publications,News Sources,Conferences,Other",Federal agencies like the CDC,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases,One Health",,
2024-05-28 16:35:58,2024-05-28 16:42:59,IP Address,100,421,True,2024-05-28 16:43:00,R_5cpwKqkAMG1MVON,anonymous,EN,0.800000011920929,,,,,,2002,Yes,36830,White,,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Education,,Academic/Research Institution,,Daily,90,No,Yes,Alive - Not Sedated,,,Lee,No,I don't know,I don't know,True,I don't know,False,I don't know,False,True,Blood,I don't know,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Yes,"State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference",,"Rabies,Leptospirosis,Raccoon roundworm,CWD",,
2024-05-28 20:20:41,2024-05-28 20:25:12,IP Address,100,270,True,2024-05-28 20:25:12,R_31r5JaaGXbNDlZL,anonymous,EN,,,,,,,2001,Yes,36830,White,,No,Female,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,1-5 years,Research,,Academic/Research Institution,,Daily,10,No,Yes,Alive - Not Sedated,Yes,Usually (>75%),Lee,No,True,I don't know,True,True,False,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,No,State Wildlife Agency,,Yes,"One day, virtual conference,Other",Async course,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other",Any other present diseases,
2024-05-28 20:53:52,2024-05-28 21:04:59,IP Address,100,666,True,2024-05-28 21:04:59,R_5eO09ZzdLfuoXgR,anonymous,EN,0.800000011920929,,,,,,1971,Yes,36109,White,,No,Female,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Education,,Nonprofit/Conservation Organization,,Daily,10,No,Yes,Alive - Not Sedated,No,,Elmore,No,I don't know,I don't know,False,True,False,I don't know,True,I don't know,Bites,I don't know,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,No,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2",,
2024-05-29 10:46:45,2024-05-29 11:07:44,IP Address,100,1259,True,2024-05-29 11:07:45,R_30iTTbme947Y9K2,anonymous,EN,0.8999999761581421,,,,,,1980,Yes,36567,White,,No,Male,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,10-20 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,50,No,No,,Yes,Usually (>75%),"Baldwin,Clarke,Escambia,Mobile,Monroe,Washington",Yes,True,False,True,True,False,I don't know,I don't know,I don't know,Blood,Incinerate,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Disagree,No,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,Year-long, once a month, virtual conference",,Other,All,
2024-05-29 12:21:37,2024-05-29 12:32:05,IP Address,100,627,True,2024-05-29 12:32:06,R_6EARznQTyvLUbGj,anonymous,EN,0.8999999761581421,,,,,,1984,Yes,35072,White,,No,Male,"$30,001-40,000",Some College/AA or AS (2-year degree),No,No,Yes,5-10 years,No,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Chambers,Clay,Coosa,Randolph,Talladega,Tallapoosa",Yes,True,I don't know,False,True,False,I don't know,I don't know,True,Bites,Incinerate,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Yes,State Wildlife Agency,,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,CWD,SarsCoV2",,
2024-05-29 12:21:21,2024-05-29 12:32:50,IP Address,100,689,True,2024-05-29 12:32:51,R_3SDqXbhQK9ZApoZ,anonymous,EN,0.8999999761581421,,,,,,1987,Yes,36022,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,10-20 years,Administration,,State/Provincial Government,,Monthly,10,Yes,Yes,Alive - Not Sedated,No,,"Autauga,Barbour,Dallas,Elmore,Escambia,Greene,Hale,Jackson,Lowndes,Marengo,Montgomery",Yes,True,False,False,True,False,True,I don't know,False,Bites,Bury,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-29 12:40:52,2024-05-29 13:25:57,IP Address,100,2705,True,2024-05-29 13:25:58,R_5kFXfaUZucvwtqw,anonymous,EN,0.8999999761581421,,,,,,1975,Yes,35633,White,,No,Male,"$50,001-60,000",High school graduate/GED,No,No,No,,No,>20 years,Land/Wildlife Management,,State/Provincial Government,,Rarely,80,Yes,Yes,Dead,Yes,Always (100%),"Colbert,Lauderdale",No,True,False,False,True,False,True,True,True,Bites,I don't know,Neutral,Agree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Unsure,"One day, virtual conference",,CWD,,
2024-05-29 14:19:58,2024-05-29 14:27:54,IP Address,100,475,True,2024-05-29 14:27:55,R_51cGvNNDe5jEYY4,anonymous,EN,0.800000011920929,,,,,,1984,Yes,35226,White,,No,Female,"$50,001-60,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,,Nonprofit/Conservation Organization,,Monthly,30,Yes,Yes,Alive - Not Sedated,No,,"Jefferson,Mobile",No,True,I don't know,True,True,False,I don't know,I don't know,True,Bites,I don't know,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day, in-person conference",,"Rabies,Leptospirosis,Vector borne diseases,One Health",,
2024-05-29 15:44:12,2024-05-29 16:04:15,IP Address,100,1202,True,2024-05-29 16:04:16,R_3r81aYgbL2njnXZ,anonymous,EN,1,,,,,,1983,Yes,36507,White,,No,Male,"$60,001-70,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,,Nonprofit/Conservation Organization,,Weekly,50,No,No,,Yes,Sometimes (25%-75%),"Baldwin,Dallas,Monroe",Yes,True,False,False,True,False,False,I don't know,True,Bites,Incinerate,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,No,"Friends/Family,State Wildlife Agency,Conferences",,Yes,"One day, in-person conference",,"Rabies,Vector borne diseases,CWD",,"I'm no bioligist, but a friend of mine who is told me to take this also, after I sent the link to him.  Hopefully everyone in District 5 has participated by now."
2024-05-16 09:32:49,2024-05-29 16:37:09,IP Address,100,1148659,True,2024-05-29 16:37:09,R_2k6dOCZXYiJc6Ci,anonymous,EN,0.8999999761581421,,,,,,1987,Yes,36701,White,,No,Male,"$60,001-70,000",Graduate or Professional School,Yes,No,Yes,5-10 years,No,5-10 years,Other,Veterinary Medicine,Private Industry,,Monthly,0,No,No,,Yes,Usually (>75%),Dallas,Yes,True,False,False,True,False,True,True,True,Bites,Bury,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-29 18:23:53,2024-05-29 18:45:31,IP Address,100,1298,True,2024-05-29 18:45:32,R_53DEjlgAgVasJtD,anonymous,EN,1,,,,,,1991,Yes,36576,White,,No,Male,"$70,001-80,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,60,Yes,No,,Yes,Always (100%),"Baldwin,Mobile",Yes,True,False,False,True,False,True,I don't know,I don't know,Bites,Ignore,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Vector borne diseases,CWD,SarsCoV2,One Health",,
