"ID","AGE.x","AGEnum","RACE.x","GENDER.x","INCOME.x","EDUCATION.x","DEGREE.x","TWS.x","COURSE.x","SELFTITLE.x","LICENSE.x","COURSETIME.x","BIOTIME.x","KNOWcorrect","KNOWcertain","KNOWcorrmed","KNOWcorravg","KNOWcertmed","KNOWcertavg","CWDAL.x","BATS.x","PPEREQ.x","EHD.x","DARWIN.x","POPRED.x","POPPLAN.x","SURVEY.x","VACCINE.x","PREVAL.x","DIVERSE.x","CONSEQ.x","CLIMATE.x","EDREQ.x","INFO.x","HANDSON.x","attCONCERN","attMGMT","attEDU","ATTconcern","ATTmanage","ATTeducate","SDATE.x","STIME.x","EDATE.x","ETIME.x","PROG.x","DURATION.x","FINISHED.x","RECDATE.x","RECTIME.x","QSCORE.x","DOB.x","RESIDENT.x","ZIPCODE.x","RACE.y","ETHNICITY.x","GENDER.y","INCOME.y","EDUCATION.y","DEGREE.y","TWS.y","COURSE.y","COURSETIME.y","SELFTITLE.y","BIOTIME.y","ACTIVITY.x","ACTIVITYfill.x","othACTIVITY.x","AFFILIATE.x","AFFILIATEfill.x","othAFFILIATE.x","CONTACT.x","FIELD.x","COLLECT.x","HANDLE.x","STATE.x","PPE.x","PPETIME.x","COUNTIES.x","LICENSE.y","PIGS.x","BRUCE.x","CWD.x","FLUAL.x","FLU.x","COVID.x","COVIDSPILL.x","RABIESAL.x","RABIES.x","TURKEY.x","CWDAL.y","BATS.y","PPEREQ.y","EHD.y","DARWIN.y","POPRED.y","POPPLAN.y","SURVEY.y","VACCINE.y","PREVAL.y","DIVERSE.y","CONSEQ.y","CLIMATE.y","EDREQ.y","INFO.y","HANDSON.y","ACCESS.x","SOURCE.x","SOURCEfill.x","othSOURCE.x","INTEREST.x","FREEINFO.x","FREEINFOfill.x","othFREEINFO.x","TOPICS.x","TOPICSfill.x","othTOPICS.x","QSNCS.x","AGE.y","AGEbin.x","LOCATION.x","nSOURCE","nCOUNTIES","noSOURCE","PRACscore","PRACrisk","SDATE.y","STIME.y","EDATE.y","ETIME.y","PROG.y","DURATION.y","FINISHED.y","RECDATE.y","RECTIME.y","QSCORE.y","DOB.y","RESIDENT.y","ZIPCODE.y","RACE","ETHNICITY.y","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY.y","ACTIVITYfill.y","othACTIVITY.y","AFFILIATE.y","AFFILIATEfill.y","othAFFILIATE.y","CONTACT.y","FIELD.y","COLLECT.y","HANDLE.y","STATE.y","PPE.y","PPETIME.y","COUNTIES.y","LICENSE","PIGS.y","BRUCE.y","CWD.y","FLUAL.y","FLU.y","COVID.y","COVIDSPILL.y","RABIESAL.y","RABIES.y","TURKEY.y","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS.y","SOURCE.y","SOURCEfill.y","othSOURCE.y","INTEREST.y","FREEINFO.y","FREEINFOfill.y","othFREEINFO.y","TOPICS.y","TOPICSfill.y","othTOPICS.y","QSNCS.y","AGE","AGEbin.y","LOCATION.y","nFREEINFO","nTOPICS"
"R_1Sjg1eP9aUqyzMg",1,44,1,1,0,1,1,0,0,1,1,NA,1,7,10,1,1,1,1,"Disagree","Agree","Agree","Disagree","Neutral","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Agree",4,5,1,1,1,0,"5/23/2024","3:46:00 AM","5/23/2024","4:09:00 AM",100,1355,1,"5/23/2024","4:09:00 AM",0.5,1980,"Yes","36317","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","",1,0,1,1,1,0,"Usually (>75%)",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Bury","Strongly Disagree","Agree","Agree","Disagree","Neutral","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Disagree","Strongly Agree","Neutral","Agree","Yes",0,"Academic Publications","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Other","Other","lymphoproliferative disease","",44,"40–49","Henry County",1,6,1,4,1,"5/23/2024","3:46:00 AM","5/23/2024","4:09:00 AM",100,1355,1,"5/23/2024","4:09:00 AM",0.5,1980,"Yes","36317","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Monthly",40,"Yes","Yes","Dead","Yes","Usually (>75%)","Barbour,Coffee,Dale,Geneva,Henry,Houston","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Bury","Strongly Disagree","Agree","Agree","Disagree","Neutral","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Disagree","Strongly Agree","Neutral","Agree","Yes","Academic Publications","Academic Publications","",1,"Year-long once a month virtual conference","Year-long once a month virtual conference","","Other","Other","lymphoproliferative disease","",44,"40–49","Henry County",1,1
"R_1SkwRCLX6wCGt7y",0,35,1,1,0,1,1,1,1,1,1,0,1,7,10,1,1,1,1,"Disagree","Disagree","Agree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral",3,4,2,1,1,1,"5/28/2024","7:54:00 AM","5/28/2024","11:11:00 AM",100,11804,1,"5/28/2024","11:11:00 AM",0.899999976,1989,"Yes","36420","White","No","Male","$60,001-70,000","Graduate or Professional School","Yes","Yes","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","",1,0,0,0,NA,0,"Usually (>75%)",0,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","IgNore","Strongly Disagree","Disagree","Strongly Agree","Disagree","Disagree","Neutral","Neutral","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Neutral","Yes",1,"State Wildlife Agency,News Sources,Conferences","","Yes","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",35,"30–39","Covington County",3,2,1,1,0,"5/28/2024","7:54:00 AM","5/28/2024","11:11:00 AM",100,11804,1,"5/28/2024","11:11:00 AM",0.899999976,1989,"Yes","36420","White","No","Male","$60,001-70,000","Graduate or Professional School","Yes","Yes","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Monthly",40,"No","No","","Yes","Usually (>75%)","Covington,Escambia","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","IgNore","Strongly Disagree","Disagree","Strongly Agree","Disagree","Disagree","Neutral","Neutral","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Neutral","Yes","State Wildlife Agency,News Sources,Conferences","State Wildlife Agency,News Sources,Conferences","",1,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",35,"30–39","Covington County",3,8
"R_1Uj3ybWqGuK5bbP",1,37,1,1,0,1,1,0,0,1,1,NA,1,7,9,1,1,0,1,"Disagree","Neutral","Agree","Disagree","Neutral","Neutral","Neutral","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree",0,2,3,0,0,1,"5/15/2024","1:55:00 AM","5/15/2024","2:08:00 AM",100,769,1,"5/15/2024","2:08:00 AM",0.800000012,1987,"Yes","35016","White","No","Male","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","",1,1,1,1,1,0,"Always (100%)",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","IgNore","Strongly Disagree","Neutral","Agree","Strongly Disagree","Neutral","Neutral","Neutral","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Disagree","Yes",0,"Other","Colleagues","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD","","",37,"30–39","Marshall County",1,13,1,5,1,"5/15/2024","1:55:00 AM","5/15/2024","2:08:00 AM",100,769,1,"5/15/2024","2:08:00 AM",0.800000012,1987,"Yes","35016","White","No","Male","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Daily",60,"Yes","Yes","Dead","Yes","Always (100%)","Baldwin,Blount,Cullman,DeKalb,Etowah,Jackson,Jefferson,Limestone,Madison,Marshall,Morgan,Saint Clair,Tuscaloosa","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","IgNore","Strongly Disagree","Neutral","Agree","Strongly Disagree","Neutral","Neutral","Neutral","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Disagree","Yes","Other","Other","Colleagues",1,"One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD","","",37,"30–39","Marshall County",1,6
"R_1YaTWw2uLsfW24x",1,48,1,0,0,1,1,0,0,1,1,NA,1,7,9,1,1,0,1,"Neutral","Agree","Agree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral",5,4,2,1,1,1,"5/20/2024","4:52:00 AM","5/20/2024","5:13:00 AM",100,1281,1,"5/20/2024","5:13:00 AM",1,1976,"Yes","35741","White","No","Female","$80,001-90,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes",">20 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","",1,1,0,0,NA,0,"Usually (>75%)",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","IgNore","Neutral","Agree","Agree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Neutral","Yes",1,"State Wildlife Agency,Academic Publications,News Sources","","Yes","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Nongame diseases ie ranavirus SFD etc","I think it would be great as wildlife professionals, if we had better / more training on wildlife disease. I learned most of what I kNow from past field training involving the collection of blood or other tissues and with field necropsies -  typically done when working as a technician (also while working as an assistant in a veterinary office). But a lot of field work, especially involving the handling of Non-game wildlife, in my experience didn't include training on zooNoses.  ",48,"40–49","Madison County",3,5,1,3,1,"5/20/2024","4:52:00 AM","5/20/2024","5:13:00 AM",100,1281,1,"5/20/2024","5:13:00 AM",1,1976,"Yes","35741","White","No","Female","$80,001-90,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes",">20 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Monthly",50,"No","No","","Yes","Usually (>75%)","Jackson,Lawrence,Limestone,Madison,Winston","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","IgNore","Neutral","Agree","Agree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Neutral","Yes","State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources","",1,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Nongame diseases ie ranavirus SFD etc","I think it would be great as wildlife professionals, if we had better / more training on wildlife disease. I learned most of what I kNow from past field training involving the collection of blood or other tissues and with field necropsies -  typically done when working as a technician (also while working as an assistant in a veterinary office). But a lot of field work, especially involving the handling of Non-game wildlife, in my experience didn't include training on zooNoses.  ",48,"40–49","Madison County",3,9
"R_1agj9jjmp2l6TRr",1,51,1,1,0,1,1,0,0,1,0,NA,1,5,7,0,0,0,0,"Disagree","Neutral","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Neutral","Agree","Agree",4,4,1,1,1,0,"5/15/2024","10:57:00 AM","5/15/2024","11:03:00 AM",100,393,1,"5/15/2024","11:03:00 AM",0.899999976,1973,"Yes","36879","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes",">20 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","",0,0,0,0,NA,1,"",0,"No","TRUE","FALSE","I don't kNow","I don't kNow","FALSE","TRUE","TRUE","TRUE","Bites","I don't kNow","Disagree","Neutral","Agree","Agree","Strongly Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Strongly Agree","Neutral","Agree","Agree","Yes",0,"Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","","",51,"50–59","Lee County",1,2,1,1,0,"5/15/2024","10:57:00 AM","5/15/2024","11:03:00 AM",100,393,1,"5/15/2024","11:03:00 AM",0.899999976,1973,"Yes","36879","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes",">20 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Rarely",10,"No","No","","No","","DeKalb,Mobile","No","TRUE","FALSE","I don't kNow","I don't kNow","FALSE","TRUE","TRUE","TRUE","Bites","I don't kNow","Disagree","Neutral","Agree","Agree","Strongly Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Strongly Agree","Neutral","Agree","Agree","Yes","Academic Publications","Academic Publications","",1,"One day in-person conference","One day in-person conference","","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","","",51,"50–59","Lee County",1,6
"R_1dWamW0twOuNlvZ",0,33,1,1,0,1,1,0,0,1,1,NA,0,7,9,1,1,0,1,"Neutral","Neutral","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Neutral","Neutral","Disagree","Disagree","Agree","Agree","Agree",0,5,2,0,1,1,"5/21/2024","9:20:00 AM","5/21/2024","9:27:00 AM",100,398,1,"5/21/2024","9:27:00 AM",0.899999976,1991,"Yes","36106","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes","5-10 years","Other","Administration","Public Policy","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","",0,0,0,0,NA,NA,"",0,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","Bury","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Neutral","Neutral","Disagree","Disagree","Agree","Agree","Agree","Yes",1,"State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD","","",33,"30–39","Montgomery County",3,1,1,0,0,"5/21/2024","9:20:00 AM","5/21/2024","9:27:00 AM",100,398,1,"5/21/2024","9:27:00 AM",0.899999976,1991,"Yes","36106","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes","5-10 years","Other","Administration","Public Policy","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","Rarely",10,"No","No","","","","Montgomery","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","Bury","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Neutral","Neutral","Disagree","Disagree","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","",1,"One day in-person conference","One day in-person conference","","Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD","","",33,"30–39","Montgomery County",1,4
"R_1f7RnaFedqV4XKi",0,29,1,1,0,1,1,0,0,1,1,NA,0,7,8,1,1,0,0,"Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral",4,4,1,1,1,0,"5/15/2024","1:24:00 AM","5/15/2024","1:33:00 AM",100,518,1,"5/15/2024","1:33:00 AM",0.800000012,1995,"Yes","36840","White","No","Male","$20,001-30,000","Graduate or Professional School","Yes","No","No","","Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","",1,0,1,0,NA,1,"",0,"Yes","TRUE","FALSE","FALSE","I don't kNow","FALSE","TRUE","TRUE","I don't kNow","Bites","Incinerate","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","No",0,"State Wildlife Agency,Academic Publications","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",29,"20–29",NA,2,1,1,3,1,"5/15/2024","1:24:00 AM","5/15/2024","1:33:00 AM",100,518,1,"5/15/2024","1:33:00 AM",0.800000012,1995,"Yes","36840","White","No","Male","$20,001-30,000","Graduate or Professional School","Yes","No","No","","Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Monthly",30,"Yes","No","","No","","Tallapoosa","Yes","TRUE","FALSE","FALSE","I don't kNow","FALSE","TRUE","TRUE","I don't kNow","Bites","Incinerate","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","No","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","",1,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",29,"20–29",NA,2,8
"R_1fe2ITJlZzQMlqR",1,47,1,1,0,1,1,0,0,1,1,NA,1,7,10,1,1,1,1,"Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Neutral","Agree","Agree","Agree","Agree","Agree",3,4,2,1,1,1,"5/21/2024","12:40:00 PM","5/21/2024","12:56:00 PM",100,934,1,"5/21/2024","12:56:00 PM",0.899999976,1977,"Yes","36272","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes",">20 years","Consulting","Consulting","","Private Industry","Private Industry","",1,1,0,0,NA,1,"",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","IgNore","Strongly Disagree","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Disagree","Disagree","Neutral","Agree","Agree","Agree","Strongly Agree","Agree","Yes",1,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","","Yes","One day virtual conference","One day virtual conference","","Rabies,Raccoon roundworm,CWD","Rabies,Raccoon roundworm,CWD","","",47,"40–49","Calhoun County",5,3,1,4,1,"5/21/2024","12:40:00 PM","5/21/2024","12:56:00 PM",100,934,1,"5/21/2024","12:56:00 PM",0.899999976,1977,"Yes","36272","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes",">20 years","Consulting","Consulting","","Private Industry","Private Industry","","Daily",50,"No","No","","No","","Calhoun,Cherokee,DeKalb","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","IgNore","Strongly Disagree","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Disagree","Disagree","Neutral","Agree","Agree","Agree","Strongly Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","",1,"One day virtual conference","One day virtual conference","","Rabies,Raccoon roundworm,CWD","Rabies,Raccoon roundworm,CWD","","",47,"40–49","Calhoun County",1,3
"R_1fqGHH0Qy6ixjP4",0,22,1,0,0,0,0,0,1,0,0,1,0,3,6,0,0,0,0,"Neutral","Disagree","Disagree","Neutral","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Agree","Disagree","Agree","Agree","Neutral","Disagree",2,4,2,0,1,1,"5/30/2024","9:59:00 AM","5/30/2024","10:05:00 AM",100,397,1,"5/30/2024","10:05:00 AM",0.899999976,2002,"Yes","36830","White","No","Female","$60,001-70,000","Some College/AA or AS (2-year degree)","No","No","Yes","<5 years","No","<1 year","Research","Research","","Academic/Research Institution","Academic/Research Institution","",1,1,1,1,1,1,"",0,"No","I don't kNow","I don't kNow","TRUE","TRUE","FALSE","I don't kNow","FALSE","TRUE","I don't kNow","Field dress and consumption","Neutral","Disagree","Disagree","Neutral","Disagree","Strongly Disagree","Disagree","Strongly Agree","Agree","Neutral","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Disagree","Yes",0,"State Wildlife Agency,Conferences","","Yes","One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","","",22,"20–29","Lee County",2,2,1,5,1,"5/30/2024","9:59:00 AM","5/30/2024","10:05:00 AM",100,397,1,"5/30/2024","10:05:00 AM",0.899999976,2002,"Yes","36830","White","No","Female","$60,001-70,000","Some College/AA or AS (2-year degree)","No","No","Yes","<5 years","No","<1 year","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Weekly",70,"Yes","Yes","Dead","No","","Lee,Macon","No","I don't kNow","I don't kNow","TRUE","TRUE","FALSE","I don't kNow","FALSE","TRUE","I don't kNow","Field dress and consumption","Neutral","Disagree","Disagree","Neutral","Disagree","Strongly Disagree","Disagree","Strongly Agree","Agree","Neutral","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Disagree","Yes","State Wildlife Agency,Conferences","State Wildlife Agency,Conferences","",1,"One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","","",22,"20–29","Lee County",2,7
"R_1kdr4jLs8RtTxKM",1,60,1,1,0,1,1,1,0,1,1,NA,1,8,10,1,1,1,1,"Disagree","Disagree","Agree","Disagree","Disagree","Neutral","Neutral","Agree","Disagree","Neutral","Neutral","Neutral","Disagree","Agree","Agree","Neutral",0,3,2,0,0,1,"5/21/2024","10:58:00 AM","5/21/2024","11:25:00 AM",100,1673,1,"5/21/2024","11:25:00 AM",1,1964,"Yes","36360","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","Yes","No","","Yes",">20 years","Other","Administration","Admin fieldwork dealing with public","State/Provincial Government","State/Provincial Government","",1,0,1,0,NA,0,"Usually (>75%)",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Incinerate","Strongly Disagree","Disagree","Agree","Strongly Disagree","Disagree","Neutral","Neutral","Agree","Disagree","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Agree","Agree","Neutral","Yes",0,"State Wildlife Agency","","Yes","One day in-person conference","One day in-person conference","","Other","All","All","",60,"60+","Dale County",1,15,1,3,1,"5/21/2024","10:58:00 AM","5/21/2024","11:25:00 AM",100,1673,1,"5/21/2024","11:25:00 AM",1,1964,"Yes","36360","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","Yes","No","","Yes",">20 years","Other","Administration","Admin fieldwork dealing with public","State/Provincial Government","State/Provincial Government","","Weekly",40,"Yes","No","","Yes","Usually (>75%)","Barbour,Bullock,Coffee,Covington,Crenshaw,Dale,Elmore,Geneva,Henry,Houston,Lee,Macon,Montgomery,Pike,Russell","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Incinerate","Strongly Disagree","Disagree","Agree","Strongly Disagree","Disagree","Neutral","Neutral","Agree","Disagree","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Agree","Agree","Neutral","Yes","State Wildlife Agency","State Wildlife Agency","",1,"One day in-person conference","One day in-person conference","","Other","All","All","",60,"60+","Dale County",1,1
