sdate,stime,edate,etime,prog,duration,finished,emonth,id,qscore,dob,resident,zipcode,race,ethnicity,gender,income,education,degree,tws,course,coursetime,selftitle,biotime,activity,activit_yfill,oth_activity,affiliate,affiliat_efill,oth_affiliate,contact,field,collect,handle,state,ppe,ppetime,counties,license,pigs,bruce,cwd,flual,flu,covid,covidspill,rabiesal,rabies,turkey,cwdal,bats,ppereq,ehd,darwin,popred,popplan,survey,vaccine,preval,diverse,conseq,climate,edreq,info,handson,access,source,sourc_efill,oth_source,interest,freeinfo,freeinf_ofill,oth_freeinfo,topics,topic_sfill,oth_topics,qsncs,age,age_bin,race_bin,gender_bin,income_bin,education_bin,degree_bin,tws_bin,pigscorr,brucecorr,cwdcorr,flualcorr,flucorr,covidcorr,covidspillcorr,rabiesalcorr,rabiescorr,turkeycorr,pigscert,brucecert,cwdcert,flualcert,flucert,covidcert,covidspillcert,rabiesalcert,rabiescert,turkeycert,cwdal_num,bats_num,ppereq_num,ehd_num,darwin_num,popred_num,popplan_num,survey_num,vaccine_num,preval_num,diverse_num,conseq_num,climate_num,popred_rev,popplan_rev,darwin_rev,ehd_rev,cwdal_rev,bats_rev,ppereq_rev,survey_rev,vaccine_rev,preval_rev,diverse_rev,conseq_rev,climate_rev,cwdal_cat,bats_cat,ppereq_cat,ehd_cat,darwin_cat,popred_cat,popplan_cat,survey_cat,vaccine_cat,preval_cat,diverse_cat,conseq_cat,climate_cat,contact_bin,field_bin,collect_bin,state_bin,ppe_bin,practice_score,edreq_num,info_num,handson_num,interest_score
5/21/2024,10:50:00 AM,5/21/2024,10:59:00 AM,100,542,TRUE,5,R_5At4RPWPx4LUKm5,1,1968,Yes,35503,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,60,Yes,Yes,Dead,Yes,Always (100%),"Fayette,Lamar,Lawrence,Marion,Walker,Winston",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Yes,State Wildlife Agency,State Wildlife Agency,,Yes,One day virtual conference,One day virtual conference,,"Influenza,Leptospirosis,Vector borne diseases","Influenza,Leptospirosis,Vector borne diseases",,,56,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,4,4,1,1,1,4,5,2,5,4,1,1,5,2,5,5,1,4,4,5,2,5,4,1,1,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,1,1,1,NA,1,4,4,4,4,4
5/17/2024,7:55:00 AM,5/17/2024,8:08:00 AM,100,782,TRUE,5,R_5copT9PFYDi6zKg,0.800000012,1989,Yes,36330,White,No,Male,"$90,001-100,000",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,1-5 years,Other,Land/Wildlife Management,Damage Management,Federal Government,Federal Government,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Coffee,Covington,Dale,Geneva",No,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,I don't know,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Influenza,CWD","Influenza,CWD",,"Due to nation-wide changing population dynamics causing increase contact with wildlife, the sociological landscape decreasing people’s kNowledge of wildlife, and increased impact of diseases on populations and livestock; kNowledge of wildlife diseases among biologist will be critical in the future. ",35,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,2,4,4,2,2,2,3,4,4,3,4,4,3,4,3,4,4,2,4,4,4,4,3,4,4,3,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Neutral,Favorable,Favorable,Neutral,1,1,1,NA,1,4,5,4,4,4.333333333333333
6/2/2024,4:00:00 AM,6/2/2024,4:07:00 AM,100,392,TRUE,6,R_5eeqoDzUjslQfe2,1,2001,Yes,35749,White,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Daily,100,Yes,Yes,Dead,Yes,Always (100%),Madison,Yes,TRUE,I don't know,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Bites,Field dress and consumption,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,No,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2",,,23,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,5,5,1,1,1,2,5,5,2,4,1,5,5,4,5,5,1,5,5,5,5,2,4,1,5,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Favorable,1,1,1,NA,1,4,5,4,5,4.666666666666667
5/29/2024,12:40:00 PM,5/29/2024,1:25:00 AM,100,2705,TRUE,5,R_5kFXfaUZucvwtqw,0.899999976,1975,Yes,35633,White,No,Male,"$50,001-60,000",High school graduate/GED,No,No,No,,No,>20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Rarely,80,Yes,Yes,Dead,Yes,Always (100%),"Colbert,Lauderdale",No,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,I don't know,Neutral,Agree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Unsure,One day virtual conference,One day virtual conference,,CWD,CWD,,,49,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,3,4,4,1,3,2,4,4,3,3,3,2,1,4,2,3,5,3,4,4,4,3,3,3,2,1,Neutral,Favorable,Favorable,Favorable,Neutral,Favorable,Unfavorable,Favorable,Neutral,Neutral,Neutral,Unfavorable,Unfavorable,1,1,1,NA,1,4,4,4,3,3.6666666666666665
5/16/2024,7:40:00 AM,5/16/2024,9:18:00 AM,100,5874,TRUE,5,R_5mxRuKUOMKyQZb3,0.899999976,2000,Yes,36832,White,No,Female,"$20,001-30,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,40,Yes,Yes,Dead,Yes,Always (100%),"Dallas,Greene,Hale,Marengo,Perry",Yes,TRUE,I don't know,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,Ignore,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,No,"State Wildlife Agency,Academic Publications,Social Media","State Wildlife Agency,Academic Publications,Social Media",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other",white Nose syndrome fugal disease,,24,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,4,4,2,1,2,3,5,4,3,4,2,5,4,3,5,4,1,4,4,5,4,3,4,2,5,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Neutral,Favorable,Unfavorable,Favorable,1,1,1,NA,1,4,5,3,2,3.3333333333333335
5/21/2024,3:50:00 AM,5/21/2024,4:10:00 AM,100,1174,TRUE,5,R_5sSeoSfekmF7uHo,0.899999976,1998,Yes,35640,White,No,Male,"$70,001-80,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,80,Yes,Yes,Dead,Yes,Always (100%),"Cullman,Franklin,Lawrence,Limestone,Morgan,Winston",Yes,TRUE,I don't know,FALSE,TRUE,FALSE,I don't know,I don't know,I don't know,Bites,Ignore,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,No,State Wildlife Agency,State Wildlife Agency,,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,"For clarity on my experience, I am Not a certified wildlife biologist. I do have a bachelor's degree in biology (focus in ecology and field biology). I am a biologist aide for the state and I collect numerous disease samples from both wild pigs and deer.",26,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,3,2,3,2,2,4,5,4,2,2,2,3,4,2,4,3,1,3,2,5,4,2,2,2,3,Unfavorable,Neutral,Unfavorable,Neutral,Favorable,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Neutral,1,1,1,NA,1,4,3,4,4,3.6666666666666665
5/22/2024,7:26:00 AM,5/22/2024,7:31:00 AM,100,293,TRUE,5,R_60AFWUly7HhCH55,0.899999976,1981,Yes,36863,White,No,Female,"$30,001-40,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,50,Yes,Yes,Dead,Yes,Always (100%),"Chambers,Lee",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Field dress and consumption,Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,43,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2,3,4,5,1,2,4,5,5,5,5,4,5,4,2,5,1,2,3,4,5,5,5,5,4,5,Unfavorable,Neutral,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,1,4,5,4,4,4.333333333333333
5/23/2024,12:33:00 PM,5/23/2024,12:50:00 PM,100,1025,TRUE,5,R_6a8NaCJjnWomZse,0.600000024,1968,Yes,36545,White,No,Male,"$40,001-50,000",Technical/Vocational School,No,No,No,,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Clarke,Washington",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,Bury,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly Agree,Yes,State Wildlife Agency,State Wildlife Agency,,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2",,I don’t have any major concerns in this general area.,56,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,3,4,5,3,3,4,5,3,4,4,3,2,3,2,1,3,3,3,4,5,3,4,4,3,2,3,Neutral,Favorable,Favorable,Neutral,Neutral,Unfavorable,Unfavorable,Neutral,Favorable,Favorable,Neutral,Unfavorable,Neutral,1,1,1,NA,1,4,4,4,5,4.333333333333333
5/29/2024,12:21:00 PM,5/29/2024,12:32:00 PM,100,627,TRUE,5,R_6EARznQTyvLUbGj,0.899999976,1984,Yes,35072,White,No,Male,"$30,001-40,000",Some College/AA or AS (2-year degree),No,No,Yes,5-10 years,No,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Chambers,Clay,Coosa,Randolph,Talladega,Tallapoosa",Yes,TRUE,I don't know,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,Incinerate,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Yes,State Wildlife Agency,State Wildlife Agency,,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,CWD,SarsCoV2","Rabies,CWD,SarsCoV2",,,40,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,2,3,4,2,2,4,4,5,3,5,5,4,4,2,2,4,4,2,3,4,5,3,5,5,4,4,Unfavorable,Neutral,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,1,4,4,3,4,3.6666666666666665
5/20/2024,7:43:00 AM,5/20/2024,7:54:00 AM,100,661,TRUE,5,R_6m37Vwyaqqewby2,0.899999976,1994,Yes,36051,White,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,70,Yes,Yes,Dead,Yes,Always (100%),"Autauga,Bibb,Chilton,Elmore,Montgomery,Shelby",Yes,I don't know,I don't know,FALSE,TRUE,FALSE,I don't know,I don't know,FALSE,Bites,Bury,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Influenza,Vector borne diseases,CWD","Influenza,Vector borne diseases,CWD",,,30,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,2,5,2,3,2,3,5,4,3,4,3,4,4,3,3,4,1,2,5,5,4,3,4,3,4,Unfavorable,Unfavorable,Favorable,Favorable,Neutral,Favorable,Neutral,Favorable,Favorable,Neutral,Favorable,Neutral,Favorable,1,1,1,NA,1,4,4,4,4,4
5/24/2024,7:48:00 AM,5/24/2024,7:59:00 AM,100,651,TRUE,5,R_72C5VfcbQdEmLp7,1,1994,Yes,36330,White,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,60,Yes,Yes,Dead,Yes,Always (100%),"Coffee,Covington,Geneva",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Bites,Incinerate,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Influenza,CWD","Rabies,Influenza,CWD",,,30,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,3,4,2,2,2,3,3,4,4,4,3,4,3,3,3,4,4,3,4,2,4,4,4,3,4,3,Neutral,Favorable,Unfavorable,Favorable,Favorable,Neutral,Neutral,Favorable,Favorable,Favorable,Neutral,Favorable,Neutral,1,1,1,NA,1,4,4,3,4,3.6666666666666665
5/15/2024,11:41:00 AM,5/15/2024,11:49:00 AM,100,494,TRUE,5,R_796lIRK8ECFLHXP,0.899999976,1990,Yes,36874,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Weekly,20,Yes,Yes,Dead,Yes,Always (100%),"Baldwin,Barbour,Bullock,Chambers,Cullman,Dale,Jefferson,Lee,Macon,Mobile,Montgomery,Russell,Tallapoosa",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Bites,Incinerate,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences,Other","State Wildlife Agency,Academic Publications,Conferences,Other",Professional Connections,Yes,One day in-person conference,One day in-person conference,,"CWD,SarsCoV2,One Health","CWD,SarsCoV2,One Health",,,34,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,3,4,1,1,4,1,5,3,3,3,4,3,2,5,5,5,2,3,4,5,3,3,3,4,3,Unfavorable,Neutral,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Neutral,Neutral,Neutral,Favorable,Neutral,1,1,1,NA,1,4,3,4,4,3.6666666666666665
5/22/2024,2:07:00 AM,5/22/2024,2:17:00 AM,100,579,TRUE,5,R_7DNTJuLmczsOduV,0.5,1988,Yes,36360,White,No,Male,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,70,Yes,Yes,Dead,Yes,Always (100%),"Barbour,Bullock,Butler,Coffee,Covington,Dale,Elmore,Geneva,Henry,Houston,Lee,Lowndes,Macon,Marengo,Mobile,Monroe,Montgomery,Pike,Russell",Yes,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,One day in-person conference,One day in-person conference,,Other,Other,ASF,,36,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,4,3,2,2,4,4,5,3,4,5,4,1,2,2,4,4,1,4,3,5,3,4,5,4,1,Unfavorable,Favorable,Neutral,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Neutral,Favorable,Favorable,Favorable,Unfavorable,1,1,1,NA,1,4,5,3,4,4
5/20/2024,8:04:00 AM,5/20/2024,8:16:00 AM,100,662,TRUE,5,R_7iGFxFyKMKXdE5z,1,1973,Yes,35474,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Hale,Pickens,Tuscaloosa",Yes,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,I don't know,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Yes,"Academic Publications,Conferences","Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,,51,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,4,4,5,1,1,5,2,4,3,4,5,5,1,1,4,5,5,4,4,5,4,3,4,5,5,1,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Unfavorable,1,1,1,NA,1,4,5,5,3,4.333333333333333
5/21/2024,10:51:00 AM,5/21/2024,11:21:00 AM,100,1767,TRUE,5,R_7kOoZ6NeP5yYdFo,0.699999988,1973,Yes,36251,White,No,Male,"$60,001-70,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,40,Yes,Yes,Dead,Yes,Always (100%),"Calhoun,Clay,Coosa,Randolph,Saint Clair,Talladega",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Bury,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference",,Other,Other,Lymphoproliferative disease,,51,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2,3,4,1,2,3,3,5,3,4,3,2,3,3,3,4,5,2,3,4,5,3,4,3,2,3,Unfavorable,Neutral,Favorable,Favorable,Favorable,Neutral,Neutral,Favorable,Neutral,Favorable,Neutral,Unfavorable,Neutral,1,1,1,NA,1,4,4,3,4,3.6666666666666665
5/23/2024,11:35:00 AM,5/23/2024,11:45:00 AM,100,599,TRUE,5,R_7mA9FnbkpuWksaB,0.800000012,1995,Yes,35768,White,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,80,Yes,Yes,Dead,Yes,Always (100%),"Calhoun,Cherokee,Jackson",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Place in a dumpster,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Vector borne diseases,CWD","Rabies,Vector borne diseases,CWD",,,29,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2,4,4,3,3,2,4,5,3,4,4,3,3,4,2,3,3,2,4,4,5,3,4,4,3,3,Unfavorable,Favorable,Favorable,Neutral,Neutral,Favorable,Unfavorable,Favorable,Neutral,Favorable,Favorable,Neutral,Neutral,1,1,1,NA,1,4,4,4,4,4
5/17/2024,7:06:00 AM,5/17/2024,7:14:00 AM,100,482,TRUE,5,R_7QrdwJcIgsVbD38,0.699999988,1998,Yes,36832,White,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,50,Yes,Yes,Dead,Yes,Always (100%),"Hale,Lee",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,I don't know,Bites,Incinerate,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,No,"Academic Publications,Conferences","Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD",,,26,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,2,2,2,2,2,2,2,4,4,2,4,2,4,4,4,4,4,2,2,2,4,4,2,4,2,4,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Favorable,1,1,1,NA,1,4,4,4,2,3.3333333333333335
5/16/2024,11:08:00 AM,5/16/2024,11:11:00 AM,60,198,FALSE,8,R_2TMYM108R9CoAgN,0.899999976,1962,Yes,36421,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,5-10 years,Yes,1-5 years,Research,Research,,Private Industry,Private Industry,,Weekly,20,No,No,,Yes,Always (100%),Covington,Yes,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Bites,Incinerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,3,NA,NA,NA,NA
5/17/2024,5:19:00 AM,5/17/2024,5:28:00 AM,90,552,FALSE,8,R_7S9cVAL8ogGop5N,0.699999988,1970,Yes,36024,White,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Rarely,10,No,No,,Yes,Always (100%),Elmore,Yes,TRUE,I don't know,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,I don't know,Incinerate,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,,,,,,,,,,,,,54,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,2,4,5,4,4,2,2,4,2,2,2,2,1,4,4,2,2,2,4,5,4,2,2,2,2,1,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,1,1,0,NA,1,3,4,5,4,4.333333333333333
