"START","END","PROG","DURATION","FINISHED","RECORDED","ID","QSCORE","DOB","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITYfill","ACTIVITYfill.1","othACTIVITY","AFFILIATE","AFFILIATEfill","othAFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","SOURCEfill","othSOURCE","INTEREST","FREEINFO","FREEINFOfill","othFREEINFO","TOPICS","TOPICSfill","othTOPICS","QSNCS","RACE_BIN","INCOME_BIN","GENDER_BIN","RESIDENT_BIN","AGE","AGE_BIN","SELFTITLE_BIN","ACTIVITY","LICENSE_BIN","BIOTIME_BIN","AFFILIATE_GROUP","ACTIVITY_GROUP","EDUCATION_BIN","DEGREE_BIN","TWS_BIN","COURSE_BIN","COURSETIME_BIN","COURSE_GROUP","DEMO_EDU_SCORE","DEMO_EDU_NORM","DEMO_EDU_AVG","DEMO_EDU_MED","DEMO_EXP_SCORE","DEMO_EXP_NORM","DEMO_EXP_AVG","DEMO_EXP_MED","PIGS_BINK","BRUCE_BINK","CWD_BINK","FLUAL_BINK","FLU_BINK","COVID_BINK","COVIDSPILL_BINK","RABIESAL_BINK","RABIES_BINK","TURKEY_BINK","KNOWLEDGE_SCORE","KNOWLEDGE_SCORE_NORM","KNOWLEDGE_AVG","KNOWLEDGE_MED","PIGS_BINC","BRUCE_BINC","CWD_BINC","FLUAL_BINC","FLU_BINC","COVID_BINC","COVIDSPILL_BINC","RABIESAL_BINC","RABIES_BINC","TURKEY_BINC","CONFIDENCE_SCORE","CONFIDENCE_SCORE_NORM","CONFIDENCE_AVG","CONFIDENCE_MED","POPRED_A","POPPLAN_A","SURVEY_A","VACCINE_A","PREVAL_A","DIVERSE_A","CONSEQ_A","CLIMATE_A","EDREQ_A","INFO_A","HANDSON_A","CWDAL_A","BATS_A","PPEREQ_A","EHD_A","DARWIN_A","ATT_CONTROL_SCORE","ATT_CONTROL_NORM","ATT_MISINFO_SCORE","ATT_MISINFO_NORM","ATT_CONCERN_SCORE","ATT_CONCERN_NORM","ATT_EDUCATION_SCORE","ATT_EDUCATION_NORM","ATT_REVERSE_SCORE","ATT_REVERSE_NORM","ATT_DIRECT_SCORE","ATT_DIRECT_NORM","CONTROL_AVG","CONTROL_MED","MISINFO_AVG","MISINFO_MED","CONCERN_AVG","CONCERN_MED","EDUCATION_AVG","EDUCATION_MED","REVERSE_AVG","REVERSE_MED","DIRECT_AVG","DIRECT_MED","TOPIC_COUNT","COLLECT_BIN","HANDLE_BIN","PPE_BIN","ACCESS_BIN","CONTACT_BIN","INTEREST_BIN","FIELD_BIN_MED","FIELD_BIN_50","STATE_BIN","PPETIME_BIN","FREEINFO_BIN_INPERSON","FREEINFO_BIN_VIRTUAL","FREEINFO_BIN_OTHER","TOPIC_BIN_RABIES","TOPIC_BIN_FLU","TOPIC_BIN_LEPTO","TOPIC_BIN_RR","TOPIC_BIN_VECTOR","TOPIC_BIN_CWD","TOPIC_BIN_COVID","TOPIC_BIN_ONEHEALTH","TOPIC_BIN_OTHER","TOPIC_BREADTH_BIN","SOURCE_BIN_FAMILY","SOURCE_BIN_AGENCY","SOURCE_BIN_ACADEMIC","SOURCE_BIN_SOCIAL","SOURCE_BIN_NEWS","SOURCE_BIN_CONFERENCES","SOURCE_BIN_NONE","SOURCE_BIN_OTHER","SOURCE_TRUST_COUNT","SOURCE_UNTRUST_COUNT","SOURCE_TRUST_BIN","PRACTICE_EXPOSURE_SCORE","PRACTICE_EXPOSURE_NORM","PRACTICE_AVG","PRACTICE_MED","PRACTICE_EDUCATION_SCORE","PRACTICE_EDUCATION_NORM"
"5/21/2024","5/21/2024",100,542,TRUE,"5","R_5At4RPWPx4LUKm5",1,1968,"Yes",35503,"White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","No",NA,"Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",60,"Yes","Yes","Dead","Yes","Always (100%)","Fayette,Lamar,Lawrence,Marion,Walker,Winston","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Bury","Strongly Disagree","Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Yes","State Wildlife Agency","State Wildlife Agency","","Yes","One day virtual conference","One day virtual conference","","Influenza,Leptospirosis,Vector borne diseases","Influenza,Leptospirosis,Vector borne diseases","","",1,1,1,1,56,1,1,"Land/Wildlife Management",1,1,"Government","Fieldwork",1,1,0,0,NA,"None",2,1,1,0,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,5,4,1,1,4,2,2,5,4,4,5,5,3.66666666666667,0.733333333333333,5,1,3.33333333333333,0.666666666666667,2.66666666666667,0.533333333333333,3.71428571428571,0.742857142857143,3.625,0.725,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,1,0,0,2,0.666666666666667
"5/17/2024","5/17/2024",100,782,TRUE,"5","R_5copT9PFYDi6zKg",0.800000012,1989,"Yes",36330,"White","No","Male","$90,001-100,000","Graduate or Professional School","Yes","No","Yes","<5 years","Yes","1-5 years","Other","Land/Wildlife Management","Damage Management","Federal Government","Federal Government","","Daily",90,"Yes","Yes","Dead","Yes","Always (100%)","Coffee,Covington,Dale,Geneva","No","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","I don't know","TRUE","Bites","I don't know","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Influenza,CWD","Influenza,CWD","","Due to nation-wide changing population dynamics causing increase contact with wildlife, the sociological landscape decreasing people’s kNowledge of wildlife, and increased impact of diseases on populations and livestock; kNowledge of wildlife diseases among biologist will be critical in the future. ",1,1,1,1,35,0,1,"Other",0,0,"Government","Other",1,1,0,1,1,"Recent",2,1,1,0,1,0.25,0,0,1,0,0,1,1,1,0,1,1,0,6,0.6,0,0,0,0,0,0,0,0,1,0,0,1,2,0.2,1,1,4,3,4,4,3,4,4,3,5,2,2,4,4,4,4,4,3.83333333333333,0.766666666666667,4,0.8,3.66666666666667,0.733333333333333,3,0.6,3.28571428571429,0.657142857142857,4,0.8,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,3,0,1,4,1,0,0,2,0.666666666666667
"6/2/2024","6/2/2024",100,392,TRUE,"6","R_5eeqoDzUjslQfe2",1,2001,"Yes",35749,"White","No","Male","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","<5 years","Yes","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Daily",100,"Yes","Yes","Dead","Yes","Always (100%)","Madison","Yes","TRUE","I don't know","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","Bites","Field dress and consumption","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","No","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2","","",1,0,1,1,23,0,1,"Land/Wildlife Management",1,0,"Private","Fieldwork",1,1,0,1,1,"Recent",2,1,1,0,1,0.25,0,0,1,0,1,1,1,1,1,0,1,0,7,0.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1,0,0,5,4,5,5,2,4,1,5,5,2,1,5,5,5,5,5,4.83333333333333,0.966666666666667,5,1,2.33333333333333,0.466666666666667,2.66666666666667,0.533333333333333,3.85714285714286,0.771428571428571,4,0.8,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,1,4,1,0,0,2,0.666666666666667
"5/29/2024","5/29/2024",100,2705,TRUE,"5","R_5kFXfaUZucvwtqw",0.899999976,1975,"Yes",35633,"White","No","Male","$50,001-60,000","High school graduate/GED","No","No","No",NA,"No",">20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Rarely",80,"Yes","Yes","Dead","Yes","Always (100%)","Colbert,Lauderdale","No","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","I don't know","Neutral","Agree","Agree","Strongly Disagree","Neutral","Disagree","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Strongly Disagree","Agree","Agree","Neutral","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Unsure","One day virtual conference","One day virtual conference","","CWD","CWD","","",1,0,1,1,49,1,0,"Land/Wildlife Management",0,1,"Government","Fieldwork",0,0,0,0,NA,"None",0,0,0,0,1,0.25,0,0,1,1,1,1,1,1,1,1,1,0,9,0.9,1,1,0,0,0,0,0,0,0,0,0,1,1,0.1,0,0,4,2,4,3,3,3,2,1,4,2,3,3,4,4,5,3,3.5,0.7,3.66666666666667,0.733333333333333,2.66666666666667,0.533333333333333,3,0.6,3.14285714285714,0.628571428571429,3.375,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,3,0,1,3,0.75,0,0,2,0.666666666666667
"5/16/2024","5/16/2024",100,5874,TRUE,"5","R_5mxRuKUOMKyQZb3",0.899999976,2000,"Yes",36832,"White","No","Female","$20,001-30,000","College Graduate/BA or BS (4-year degree)","Yes","No","No",NA,"No","<1 year","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Weekly",40,"Yes","Yes","Dead","Yes","Always (100%)","Dallas,Greene,Hale,Marengo,Perry","Yes","TRUE","I don't know","FALSE","TRUE","FALSE","I don't know","I don't know","TRUE","Bites","Ignore","Strongly Disagree","Agree","Agree","Disagree","Strongly Disagree","Disagree","Neutral","Strongly Agree","Agree","Neutral","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Disagree","No","State Wildlife Agency,Academic Publications,Social Media","State Wildlife Agency,Academic Publications,Social Media","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","white Nose syndrome fugal disease","",1,0,0,1,24,0,0,"Research",1,0,"Academic","Science/Technical",1,1,0,0,NA,"None",2,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,6,0.6,0,0,0,1,0,0,0,1,1,0,0,0,3,0.3,1,1,4,3,5,4,3,4,2,5,5,3,4,5,4,4,4,5,4,0.8,4.66666666666667,0.933333333333333,3,0.6,4,0.8,4,0.8,3.875,0.775,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,2,1,1,3,0.75,0,0,2,0.666666666666667
"5/21/2024","5/21/2024",100,1174,TRUE,"5","R_5sSeoSfekmF7uHo",0.899999976,1998,"Yes",35640,"White","No","Male","$70,001-80,000","College Graduate/BA or BS (4-year degree)","Yes","No","No",NA,"No","1-5 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",80,"Yes","Yes","Dead","Yes","Always (100%)","Cullman,Franklin,Lawrence,Limestone,Morgan,Winston","Yes","TRUE","I don't know","FALSE","TRUE","FALSE","I don't know","I don't know","I don't know","Bites","Ignore","Strongly Disagree","Neutral","Disagree","Neutral","Disagree","Disagree","Agree","Strongly Agree","Agree","Disagree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","No","State Wildlife Agency","State Wildlife Agency","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","For clarity on my experience, I am Not a certified wildlife biologist. I do have a bachelor's degree in biology (focus in ecology and field biology). I am a biologist aide for the state and I collect numerous disease samples from both wild pigs and deer.",1,1,1,1,26,0,0,"Land/Wildlife Management",1,0,"Government","Fieldwork",1,1,0,0,NA,"None",2,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,5,0.5,0,0,0,1,0,0,0,1,1,1,0,0,4,0.4,1,1,4,2,5,4,2,2,2,3,3,2,2,5,3,2,3,4,3.33333333333333,0.666666666666667,4,0.8,2,0.4,2.33333333333333,0.466666666666667,3.14285714285714,0.628571428571429,2.875,0.575,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,4,1,0,0,2,0.666666666666667
"5/23/2024","5/23/2024",100,1025,TRUE,"5","R_6a8NaCJjnWomZse",0.600000024,1968,"Yes",36545,"White","No","Male","$40,001-50,000","Technical/Vocational School","No","No","No",NA,"Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Daily",90,"Yes","Yes","Dead","Yes","Always (100%)","Clarke,Washington","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","I don't know","I don't know","TRUE","Bites","Bury","Neutral","Agree","Strongly Agree","Neutral","Neutral","Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Disagree","Neutral","Agree","Agree","Strongly Agree","Yes","State Wildlife Agency","State Wildlife Agency","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2","","I don’t have any major concerns in this general area.",1,0,1,1,56,1,1,"Land/Wildlife Management",1,0,"Government","Fieldwork",0,0,0,0,NA,"None",0,0,0,0,1,0.25,0,0,1,1,1,1,1,0,0,1,1,1,8,0.8,1,1,0,0,0,0,0,1,1,0,0,0,2,0.2,1,1,2,1,3,4,4,3,2,3,4,2,1,3,4,5,3,3,3.16666666666667,0.633333333333333,3,0.6,3,0.6,2.33333333333333,0.466666666666667,2.14285714285714,0.428571428571429,3.625,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,1,1,1,3,1
"5/29/2024","5/29/2024",100,627,TRUE,"5","R_6EARznQTyvLUbGj",0.899999976,1984,"Yes",35072,"White","No","Male","$30,001-40,000","Some College/AA or AS (2-year degree)","No","No","Yes","5-10 years","No","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Daily",90,"Yes","Yes","Dead","Yes","Always (100%)","Chambers,Clay,Coosa,Randolph,Talladega,Tallapoosa","Yes","TRUE","I don't know","FALSE","TRUE","FALSE","I don't know","I don't know","TRUE","Bites","Incinerate","Disagree","Neutral","Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Yes","State Wildlife Agency","State Wildlife Agency","","Yes","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","","Rabies,CWD,SarsCoV2","Rabies,CWD,SarsCoV2","","",1,0,1,1,40,1,0,"Land/Wildlife Management",1,0,"Government","Fieldwork",0,0,0,1,1,"Recent",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,7,0.7,0,0,0,1,0,0,0,1,1,0,0,0,3,0.3,1,1,2,2,5,3,5,5,4,4,4,3,2,4,3,4,4,4,3.16666666666667,0.633333333333333,4,0.8,4.66666666666667,0.933333333333333,3,0.6,3,0.6,4.125,0.825,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,1,1,1,3,1
"5/20/2024","5/20/2024",100,661,TRUE,"5","R_6m37Vwyaqqewby2",0.899999976,1994,"Yes",36051,"White","No","Male","$80,001-90,000","College Graduate/BA or BS (4-year degree)","Yes","No","No",NA,"Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Monthly",70,"Yes","Yes","Dead","Yes","Always (100%)","Autauga,Bibb,Chilton,Elmore,Montgomery,Shelby","Yes","I don't know","I don't know","FALSE","TRUE","FALSE","I don't know","I don't know","FALSE","Bites","Bury","Strongly Disagree","Disagree","Strongly Agree","Disagree","Neutral","Disagree","Neutral","Strongly Agree","Agree","Neutral","Agree","Neutral","Agree","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","","Influenza,Vector borne diseases,CWD","Influenza,Vector borne diseases,CWD","","",1,1,1,1,30,0,1,"Land/Wildlife Management",1,0,"Government","Fieldwork",1,1,0,0,NA,"None",2,1,1,0,1,0.25,0,0,0,0,1,1,1,0,0,0,1,1,5,0.5,0,0,1,1,0,0,0,1,1,0,0,0,4,0.4,1,1,4,3,5,4,3,4,3,4,4,2,2,5,2,5,4,3,3.83333333333333,0.766666666666667,4,0.8,3.33333333333333,0.666666666666667,2.66666666666667,0.533333333333333,3.28571428571429,0.657142857142857,3.75,0.75,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,3,0,1,3,0.75,1,1,3,1
"5/24/2024","5/24/2024",100,651,TRUE,"5","R_72C5VfcbQdEmLp7",1,1994,"Yes",36330,"White","No","Male","$80,001-90,000","College Graduate/BA or BS (4-year degree)","Yes","No","No",NA,"Yes","1-5 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Monthly",60,"Yes","Yes","Dead","Yes","Always (100%)","Coffee,Covington,Geneva","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Bites","Incinerate","Neutral","Agree","Disagree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree","Yes","State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Influenza,CWD","Rabies,Influenza,CWD","","",1,1,1,1,30,0,1,"Land/Wildlife Management",1,0,"Government","Fieldwork",1,1,0,0,NA,"None",2,1,1,0,1,0.25,0,0,1,1,1,1,1,0,0,1,1,1,8,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,3,4,3,4,3,2,3,4,2,4,4,3.33333333333333,0.666666666666667,3.66666666666667,0.733333333333333,3.66666666666667,0.733333333333333,3,0.6,3.14285714285714,0.628571428571429,3.625,0.725,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,3,1,1,3,0.75,0,0,2,0.666666666666667
"5/15/2024","5/15/2024",100,494,TRUE,"5","R_796lIRK8ECFLHXP",0.899999976,1990,"Yes",36874,"White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","Yes","Yes","5-10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Weekly",20,"Yes","Yes","Dead","Yes","Always (100%)","Baldwin,Barbour,Bullock,Chambers,Cullman,Dale,Jefferson,Lee,Macon,Mobile,Montgomery,Russell,Tallapoosa","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","Bites","Incinerate","Disagree","Neutral","Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences,Other","State Wildlife Agency,Academic Publications,Conferences,Other","Professional Connections","Yes","One day in-person conference","One day in-person conference","","CWD,SarsCoV2,One Health","CWD,SarsCoV2,One Health","","",1,1,1,1,34,0,1,"Land/Wildlife Management",1,0,"Government","Fieldwork",1,1,1,1,1,"Recent",2,1,1,0,2,0.5,1,1,1,1,1,1,1,1,0,1,1,1,9,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,3,3,4,3,3,2,2,4,3,4,5,5,3.66666666666667,0.733333333333333,4.66666666666667,0.933333333333333,3.33333333333333,0.666666666666667,2.33333333333333,0.466666666666667,3.57142857142857,0.714285714285714,3.5,0.7,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,3,0,1,3,0.75,0,0,2,0.666666666666667
"5/22/2024","5/22/2024",100,579,TRUE,"5","R_7DNTJuLmczsOduV",0.5,1988,"Yes",36360,"White","No","Male","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",70,"Yes","Yes","Dead","Yes","Always (100%)","Barbour,Bullock,Butler,Coffee,Covington,Dale,Elmore,Geneva,Henry,Houston,Lee,Lowndes,Macon,Marengo,Mobile,Monroe,Montgomery,Pike,Russell","Yes","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Incinerate","Strongly Disagree","Agree","Neutral","Disagree","Disagree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Neutral","Agree","Yes","State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences","","Yes","One day in-person conference","One day in-person conference","","Other","Other","ASF","",1,1,1,1,36,0,1,"Land/Wildlife Management",1,1,"Government","Fieldwork",1,1,0,1,0,"Older",2,1,1,0,2,0.5,1,1,1,0,1,1,1,1,1,1,1,1,9,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,4,5,4,1,5,3,2,5,4,3,4,4,3.16666666666667,0.633333333333333,4.33333333333333,0.866666666666667,4.33333333333333,0.866666666666667,3.33333333333333,0.666666666666667,3.14285714285714,0.628571428571429,4.125,0.825,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,3,1,1,4,1,0,0,2,0.666666666666667
"5/20/2024","5/20/2024",100,662,TRUE,"5","R_7iGFxFyKMKXdE5z",1,1973,"Yes",35474,"White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","Yes","No",NA,"Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Daily",90,"Yes","Yes","Dead","Yes","Always (100%)","Hale,Pickens,Tuscaloosa","Yes","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","I don't know","TRUE","Bites","I don't know","Agree","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Disagree","Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Neutral","Yes","Academic Publications,Conferences","Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","","",1,1,1,1,51,1,1,"Land/Wildlife Management",1,1,"Private","Fieldwork",1,1,1,0,NA,"None",2,1,1,0,3,0.75,1,1,1,0,1,1,1,1,0,1,1,0,7,0.7,0,0,0,0,0,0,0,0,1,0,0,1,2,0.2,1,1,1,4,4,3,4,5,5,1,5,1,3,2,4,5,5,5,3.5,0.7,4,0.8,4.66666666666667,0.933333333333333,3,0.6,3,0.6,4.375,0.875,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,4,1,0,0,2,0.666666666666667
"5/21/2024","5/21/2024",100,1767,TRUE,"5","R_7kOoZ6NeP5yYdFo",0.699999988,1973,"Yes",36251,"White","No","Male","$60,001-70,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",40,"Yes","Yes","Dead","Yes","Always (100%)","Calhoun,Clay,Coosa,Randolph,Saint Clair,Talladega","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't know","TRUE","Bites","Bury","Disagree","Neutral","Agree","Strongly Disagree","Disagree","Neutral","Neutral","Strongly Agree","Neutral","Agree","Neutral","Disagree","Neutral","Agree","Neutral","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference","","Other","Other","Lymphoproliferative disease","",1,1,1,1,51,1,1,"Land/Wildlife Management",1,1,"Government","Fieldwork",1,1,0,1,0,"Older",2,1,1,0,2,0.5,1,1,1,1,1,1,1,1,0,1,1,1,9,0.9,1,1,0,0,0,0,0,0,1,0,0,0,1,0.1,0,0,3,3,5,3,4,3,2,3,4,3,2,4,3,4,5,4,3.5,0.7,4.33333333333333,0.866666666666667,3,0.6,3,0.6,3.42857142857143,0.685714285714286,3.5,0.7,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,3,0,1,3,0.75,0,0,2,0.666666666666667
