START,END,PROG,DURATION,FINISHED,RECORDED,ID,QSCORE,DOB,RESIDENT,ZIPCODE,RACE,ETHNICITY,GENDER,INCOME,EDUCATION,DEGREE,TWS,COURSE,COURSETIME,SELFTITLE,BIOTIME,ACTIVITY,ACTIVITYfill,othACTIVITY,AFFILIATE,AFFILIATEfill,othAFFILIATE,CONTACT,FIELD,COLLECT,HANDLE,STATE,PPE,PPETIME,COUNTIES,LICENSE,PIGS,BRUCE,CWD,FLUAL,FLU,COVID,COVIDSPILL,RABIESAL,RABIES,TURKEY,CWDAL,BATS,PPEREQ,EHD,DARWIN,POPRED,POPPLAN,SURVEY,VACCINE,PREVAL,DIVERSE,CONSEQ,CLIMATE,EDREQ,INFO,HANDSON,ACCESS,SOURCE,SOURCEfill,othSOURCE,INTEREST,FREEINFO,FREEINFOfill,othFREEINFO,TOPICS,TOPICSfill,othTOPICS,QSNCS
5/20/2024 16:22,5/20/2024 16:36,100,829,True,5/20/2024 16:36,R_5R4EQsrUOLEYf05,1,1996,Yes,35473,White,No,Male,"$30,001-40,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,50,Yes,No,,Yes,Always (100%),"Autauga,Bibb,Chilton,Colbert,Dallas,Greene,Hale,Jefferson,Lauderdale,Lowndes,Perry,Pickens,Shelby,Sumter,Tuscaloosa,Walker",Yes,True,False,False,True,False,True,I don't know,True,Bites,Bury,Disagree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/28/2024 6:56,5/28/2024 7:37,100,2432,True,5/28/2024 7:37,R_5R8dAcdx8Ls1pHO,0.899999976,1962,Yes,36567,White,No,Male,"$40,001-50,000",High school graduate/GED,No,No,No,,No,<1 year,Research,Research,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Daily,100,Yes,No,,Yes,Always (100%),"Baldwin,Butler,Choctaw,Escambia,Mobile,Monroe,Washington",Yes,True,False,False,I don't know,False,I don't know,False,True,Bites,Bury,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Yes,State Wildlife Agency,State Wildlife Agency,,Yes,"Year-long once a month virtual conference,Other","Year-long once a month virtual conference,Other",,CWD,CWD,,
6/7/2024 9:42,6/7/2024 9:49,100,406,True,6/7/2024 9:49,R_5rCHQbhZ2FJxAdA,0.899999976,2003,Yes,36832,White,No,Female,"$0-20,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Rarely,80,No,No,,,,,No,True,False,False,I don't know,False,I don't know,True,True,Bites,Field dress and consumption,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,No,"Friends/Family,State Wildlife Agency,Academic Publications","Friends/Family,State Wildlife Agency,Academic Publications",,Yes,"One day in-person conference,Year-long once a month virtual conference","One day in-person conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/21/2024 10:41,5/21/2024 10:47,100,350,True,5/21/2024 10:47,R_5s4SosItHmjPTlt,0.899999976,1990,Yes,35473,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,60,No,Yes,Alive - Not Sedated,No,,"Baldwin,Bibb,Blount,Calhoun,Clay,Cleburne,Coosa,Fayette,Jefferson,Lamar,Lauderdale,Lawrence,Limestone,Marengo,Mobile,Perry,Pickens,Shelby,Talladega,Tuscaloosa,Walker,Winston",No,True,False,I don't know,True,False,I don't know,I don't know,I don't know,Bites,I don't know,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,News Sources,I have not looked for health information","State Wildlife Agency,News Sources,I have not looked for health information",,Unsure,One day virtual conference,One day virtual conference,,"Rabies,CWD","Rabies,CWD",,
5/21/2024 15:50,5/21/2024 16:10,100,1174,True,5/21/2024 16:10,R_5sSeoSfekmF7uHo,0.899999976,1998,Yes,35640,White,No,Male,"$70,001-80,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,80,Yes,Yes,Dead,Yes,Always (100%),"Cullman,Franklin,Lawrence,Limestone,Morgan,Winston",Yes,True,I don't know,False,True,False,I don't know,I don't know,I don't know,Bites,Ignore,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,No,State Wildlife Agency,State Wildlife Agency,,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,"For clarity on my experience, I am not a certified wildlife biologist. I do have a bachelor's degree in biology (focus in ecology and field biology). I am a biologist aide for the state and I collect numerous disease samples from both wild pigs and deer."
6/3/2024 11:05,6/3/2024 11:14,100,517,True,6/3/2024 11:14,R_5t5p9bJnOzaHLbQ,1,1970,Yes,36104,I prefer not to answer,I prefer not to answer,I prefer not to answer,"$70,001-80,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,>20 years,Administration,Administration,,State/Provincial Government,State/Provincial Government,,Rarely,10,No,No,,No,,,No,True,False,False,True,False,True,True,False,Bites,Ignore,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,No,Social Media,Social Media,,Unsure,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other",fungus diseases,
5/28/2024 15:24,5/28/2024 15:32,100,458,True,5/28/2024 15:32,R_5TAUTsApjaUpcEY,0.899999976,1987,Yes,36830,White,No,Female,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,50,Yes,Yes,Alive - Not Sedated,Yes,Sometimes (25%-75%),Lee,No,True,I don't know,False,True,False,True,I don't know,True,Blood,I don't know,Neutral,Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,No,"State Wildlife Agency,Academic Publications,News Sources,Conferences,Other","State Wildlife Agency,Academic Publications,News Sources,Conferences,Other",Federal agencies like the CDC,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases,One Health","Rabies,Influenza,Leptospirosis,Vector borne diseases,One Health",,
5/21/2024 9:29,5/21/2024 9:35,100,373,True,5/21/2024 9:35,R_5V3nC8DrfonrTme,0.899999976,1992,Yes,35476,White,No,Female,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,5-10 years,Administration,Administration,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Never,10,No,No,,,,Tuscaloosa,No,True,I don't know,True,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,No,"Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences","Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/16/2024 19:31,5/16/2024 19:39,100,464,True,5/16/2024 19:39,R_5vUOqdqZTjixIsh,0.800000012,1961,Yes,36013,White,No,Male,"$90,001-100,000",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,>20 years,Consulting,Consulting,,Private Industry,Private Industry,,Daily,80,No,No,,,,"Autauga,Barbour,Bullock,Coosa,Crenshaw,Dallas,Elmore,Lowndes,Macon,Montgomery,Talladega,Wilcox",Yes,True,I don't know,False,True,False,True,I don't know,True,Bites,I don't know,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD",,
5/15/2024 13:11,5/15/2024 13:39,100,1636,True,5/15/2024 13:39,R_5woeMehkzVMZ0L4,0.800000012,2000,Yes,36830,White,No,Female,"$0-20,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Rarely,20,No,No,,,,"Baldwin,Mobile",Yes,True,I don't know,False,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,Field dress and consumption,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,No,"State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,One day in-person conference,One day in-person conference,,"CWD,One Health","CWD,One Health",,
5/20/2024 16:19,5/20/2024 16:26,100,462,True,5/20/2024 16:26,R_606Lc2OH7KNI4Yt,1,1995,Yes,35057,White,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Monthly,30,No,No,,,,"Blount,Cullman,Winston",No,True,False,False,True,False,I don't know,I don't know,True,Bites,Incinerate,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,No,"Academic Publications,Social Media,Conferences","Academic Publications,Social Media,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,
5/22/2024 19:26,5/22/2024 19:31,100,293,True,5/22/2024 19:31,R_60AFWUly7HhCH55,0.899999976,1981,Yes,36863,White,No,Female,"$30,001-40,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,50,Yes,Yes,Dead,Yes,Always (100%),"Chambers,Lee",Yes,True,False,False,True,False,True,I don't know,True,Bites,Field dress and consumption,Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/30/2024 12:12,5/30/2024 12:18,100,359,True,5/30/2024 12:18,R_60BJMdjafHR64LA,0.899999976,1973,Yes,36203,White,No,Male,"$100,001+",High school graduate/GED,No,No,Yes,>10 years,No,<1 year,Other,Other,,Other,Other,,Rarely,20,No,No,,,,Calhoun,Yes,False,True,True,False,I don't know,False,False,True,I don't know,I don't know,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,No,I have not looked for health information,I have not looked for health information,,No,Year-long once a month virtual conference,Year-long once a month virtual conference,,One Health,One Health,,
5/15/2024 13:02,5/15/2024 14:07,100,3905,True,5/15/2024 14:07,R_64Jh9SE3kWOi2Dn,0.899999976,1995,Yes,36830,Other,Yes,Female,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,30,Yes,Yes,Alive - Sedated,No,,Tallapoosa,Yes,True,False,False,I don't know,False,False,I don't know,I don't know,Bites,Ignore,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference, Other","One day in-person conference, multiple day in person conference",two or three days in person,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2",,
5/23/2024 12:33,5/23/2024 12:50,100,1025,True,5/23/2024 12:50,R_6a8NaCJjnWomZse,0.600000024,1968,Yes,36545,White,No,Male,"$40,001-50,000",Technical/Vocational School,No,No,No,,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Clarke,Washington",Yes,True,False,False,True,False,I don't know,I don't know,True,Bites,Bury,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly Agree,Yes,State Wildlife Agency,State Wildlife Agency,,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2",,I don’t have any major concerns in this general area.
5/30/2024 17:44,5/30/2024 17:49,100,335,True,5/30/2024 17:49,R_6aH16Y8Y9FNE2PL,0.899999976,2003,Yes,35950,White,No,Male,"$0-20,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Daily,30,No,No,,,,,No,True,I don't know,False,I don't know,False,I don't know,True,True,Bites,Field dress and consumption,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Yes,"State Wildlife Agency,Conferences","State Wildlife Agency,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Raccoon roundworm,SarsCoV2,One Health","Raccoon roundworm,SarsCoV2,One Health",,
5/31/2024 14:52,6/2/2024 16:07,100,177267,True,6/2/2024 16:07,R_6DGYoINSFOpMXv3,0.899999976,2003,Yes,36832,White,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,<1 year,Other,Student,Student,Other,Academic/Research Institution,Student,Weekly,60,No,No,,,,"Autauga,Elmore,Montgomery,Pike",Yes,True,True,False,True,False,True,True,I don't know,Bites,Bury,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,"Friends/Family,State Wildlife Agency,Academic Publications","Friends/Family,State Wildlife Agency,Academic Publications",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Vector borne diseases,CWD","Rabies,Vector borne diseases,CWD",,
5/20/2024 19:20,5/20/2024 19:28,100,508,True,5/20/2024 19:28,R_6dLKXzoGXULChs6,0.699999988,1992,Yes,36066,White,No,Female,"$50,001-60,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Consulting,Consulting,,State/Provincial Government,State/Provincial Government,,Daily,70,No,No,,,,"Autauga,Baldwin,Barbour,Bibb,Blount,Bullock,Butler,Calhoun,Chambers,Cherokee,Chilton,Choctaw,Clarke,Clay,Cleburne,Coffee,Colbert,Conecuh,Coosa,Covington,Crenshaw,Cullman,Dale,Dallas,DeKalb,Elmore,Escambia,Etowah,Fayette,Franklin,Geneva,Greene,Hale,Henry,Houston,Jackson,Jefferson,Lamar,Lauderdale,Lawrence,Lee,Limestone,Lowndes,Macon,Madison,Marengo,Marion,Marshall,Mobile,Monroe,Montgomery,Morgan,Perry,Pickens,Pike,Randolph,Russell,Saint Clair,Shelby,Sumter,Talladega,Tallapoosa,Tuscaloosa,Walker,Washington,Wilcox,Winston",No,True,False,True,True,False,I don't know,True,I don't know,Bites,Bury,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Social Media,News Sources,Conferences","State Wildlife Agency,Social Media,News Sources,Conferences",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Vector borne diseases,SarsCoV2","Rabies,Influenza,Vector borne diseases,SarsCoV2",,
5/29/2024 12:21,5/29/2024 12:32,100,627,True,5/29/2024 12:32,R_6EARznQTyvLUbGj,0.899999976,1984,Yes,35072,White,No,Male,"$30,001-40,000",Some College/AA or AS (2-year degree),No,No,Yes,5-10 years,No,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Chambers,Clay,Coosa,Randolph,Talladega,Tallapoosa",Yes,True,I don't know,False,True,False,I don't know,I don't know,True,Bites,Incinerate,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Yes,State Wildlife Agency,State Wildlife Agency,,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,CWD,SarsCoV2","Rabies,CWD,SarsCoV2",,
5/21/2024 8:16,5/21/2024 9:17,100,3656,True,5/21/2024 9:17,R_6EGbV8cpek98PhX,0.899999976,1991,Yes,36695,White,No,Male,"$50,001-60,000",Graduate or Professional School,Yes,No,Yes,5-10 years,Yes,5-10 years,Education,Education,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Rarely,20,No,No,,Yes,Always (100%),"Baldwin,Mobile",Yes,True,True,False,False,False,True,False,I don't know,Bites,Field dress and consumption,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Vector borne diseases,CWD,SarsCoV2","Vector borne diseases,CWD,SarsCoV2",,
5/30/2024 10:00,5/30/2024 10:05,100,296,True,5/30/2024 10:05,R_6fixWsyJaJZbBLL,0.899999976,2004,Yes,36870,White,No,Female,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,Yes,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,20,No,No,,,,Lee,No,I don't know,False,False,True,False,I don't know,I don't know,True,Bites,Field dress and consumption,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,"One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference",,"Rabies,Raccoon roundworm,CWD,SarsCoV2","Rabies,Raccoon roundworm,CWD,SarsCoV2",,
5/20/2024 16:19,5/20/2024 16:23,100,276,True,5/20/2024 16:23,R_6FkwpmqPbAAugkf,1,1994,Yes,36483,White,No,Other,"$0-20,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,80,Yes,Yes,Alive - Not Sedated,No,,"Covington,Escambia",No,True,False,False,True,False,True,False,True,Bites,I don't know,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree,No,I have not looked for health information,I have not looked for health information,,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/28/2024 9:25,5/28/2024 9:40,100,882,True,5/28/2024 9:40,R_6Gw6dnuRMm4QxWC,1,2004,Yes,36830,White,No,I prefer not to answer,"$50,001-60,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Academic/Research Institution,Academic/Research Institution,,Weekly,90,No,No,,Yes,Sometimes (25%-75%),Lee,No,True,False,True,True,I don't know,I don't know,I don't know,I don't know,Bites,Incinerate,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,"Friends/Family,Academic Publications","Friends/Family,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,CWD,SarsCoV2","Rabies,CWD,SarsCoV2",,
5/30/2024 12:42,5/30/2024 12:56,100,842,True,5/30/2024 12:56,R_6h7cRKiDdzrTZSx,1,2003,Yes,36830,White,No,Male,"$0-20,000",High school graduate/GED,No,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Weekly,70,No,No,,Yes,Always (100%),"Lee,Macon",Yes,True,False,False,True,False,True,I don't know,True,Bites,I don't know,Neutral,Strongly Agree,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD",,
5/22/2024 10:57,5/22/2024 11:04,100,431,True,5/22/2024 11:04,R_6I9HnnsrTlnJVN7,0.899999976,1997,Yes,35475,White,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,50,Yes,Yes,Alive - Not Sedated,,,"Fayette,Marion,Tuscaloosa",No,True,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,No,"Friends/Family,Social Media","Friends/Family,Social Media",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,"I do work in freshwater systems more, but this is still very limited information for me. "
6/2/2024 16:26,6/2/2024 16:34,100,457,True,6/2/2024 16:34,R_6Kd2eg9ycKUGdlP,1,2003,Yes,36201,White,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Rarely,70,No,No,,,,Calhoun,Yes,True,True,False,True,False,True,True,True,Bites,Ignore,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Yes,"Friends/Family,State Wildlife Agency,Academic Publications,Conferences","Friends/Family,State Wildlife Agency,Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,One Health,One Health,,
5/20/2024 19:43,5/20/2024 19:54,100,661,True,5/20/2024 19:54,R_6m37Vwyaqqewby2,0.899999976,1994,Yes,36051,White,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,70,Yes,Yes,Dead,Yes,Always (100%),"Autauga,Bibb,Chilton,Elmore,Montgomery,Shelby",Yes,I don't know,I don't know,False,True,False,I don't know,I don't know,False,Bites,Bury,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Influenza,Vector borne diseases,CWD","Influenza,Vector borne diseases,CWD",,
7/1/2024 23:17,7/1/2024 23:29,100,718,True,7/1/2024 23:29,R_6mwQZEGsVRD0Sep,1,1970,Yes,36830,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,10,No,No,,,,"Barbour,Lee",No,True,False,False,True,False,True,True,True,Bites,I don't know,Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,One day in-person conference,One day in-person conference,,Vector borne diseases,Vector borne diseases,,
